id,name,email,address,city,state,country,date_added,total,modeofpay,order_id,sale hour,sale year,sale month,sale day
244,andrew,adrw@gmail.com,86,Madurai,Tamil Nadu,India,32:38.5,450,credit,244,7,2020,6,11
245,suveetha,suvee@gmail.com,78,Chennai,Tamil Nadu,India,33:45.5,1000,credit,245,7,2020,6,11
246,uma,uma@gmail.com,87,Madurai,Tamil Nadu,India,35:02.3,80,cash,246,7,2020,6,11
247,jayashree,jaya@gmail.com,12,Chennai,Tamil Nadu,India,36:11.7,1250,credit,247,7,2020,6,11
248,muruga perumal,muruga@gmail.com,13,Chennai,Tamil Nadu,India,37:48.6,1000,credit,248,7,2020,6,11
249,rukmani,ruk@gmail.com,37,Chennai,Tamil Nadu,India,39:07.0,45,credit,249,7,2020,6,11
250,shanthi,shan@gmail.com,21,Madurai,Tamil Nadu,India,40:49.8,600,debit,250,7,2020,6,11
251,rajalaskhmi,raji@gmail.com,45,Madurai,Tamil Nadu,India,42:16.9,70,net banking,251,7,2020,6,11
252,geetha,gee@gmail.com,76,Chennai,Tamil Nadu,India,43:32.6,1300,net banking,252,7,2020,6,11
253,preetha,pree@gmail.com,231,Madurai,Tamil Nadu,India,44:34.6,55,credit,253,7,2020,6,11
254,maheshwari,mahesh@gmail.com,768,Madurai,Tamil Nadu,India,45:52.7,400,net banking,254,7,2020,6,11
255,vishnu,vish@gmail.com,556,Chennai,Tamil Nadu,India,47:40.1,1040,debit,255,7,2020,6,11
256,nalir,nal@gmail.com,87,Madurai,Tamil Nadu,India,48:53.6,120,credit,256,7,2020,6,11
257,swathi,swathi@gmail.com,86,Bangalore,karnataka,India,50:42.2,1400,cash,257,7,2020,6,11
258,dhanush,dhanu@gmail.com,887,Chennai,Tamil Nadu,India,52:16.0,3000,cash,258,7,2020,6,11
259,lakshmi,lak@gmail.com,89,Madurai,Tamil Nadu,India,53:42.3,800,credit,259,7,2020,6,11
260,prabha,prab@gmail.com,97,Chennai,Tamil Nadu,India,55:09.4,600,credit,260,7,2020,6,11
261,monika,moni@gmail.com,854,Madurai,Tamil Nadu,India,56:25.9,16500,credit,261,7,2020,6,11
262,priyanka,priya@gmail.com,98,Chennai,Tamil Nadu,India,57:55.8,20,cash,262,7,2020,6,11
263,renuka,renu@gmail.com,87,Madurai,Tamil Nadu,India,58:57.5,1300,credit,263,7,2020,6,11
264,vijiya,viji@gmail.com,987,Chennai,Tamil Nadu,India,00:03.4,1500,debit,264,8,2020,6,11
265,reshma,resh@gmail.com,98,Chennai,Tamil Nadu,India,00:59.9,18000,credit,265,8,2020,6,11
266,harish,hari@gmail.com,766,Chennai,Tamil Nadu,India,02:14.6,55,net banking,266,8,2020,6,11
267,hitheswar,hithesh@gmail.com,657,Madurai,Tamil Nadu,India,03:30.7,1300,debit,267,8,2020,6,11
268,shobana,shobi@gmail.com,657,Chennai,Tamil Nadu,India,04:35.8,1300,credit,268,8,2020,6,11
269,bharkavi,bhar@gmail.com,998,Chennai,Tamil Nadu,India,06:15.9,800,cash,269,8,2020,6,11
270,shakeena,shakee@gmail.com,78,Chennai,Tamil Nadu,India,07:37.7,30,net banking,270,8,2020,6,11
271,ajimeer,aji@gmail.com,987,Madurai,Tamil Nadu,India,09:11.4,65,debit,271,8,2020,6,11
272,zaara,zaar@gmail.com,766,Chennai,Tamil Nadu,India,10:23.3,40,cash,272,8,2020,6,11
273,archana,arch@gmail.com,98,Chennai,Tamil Nadu,India,11:28.2,18000,cash,273,8,2020,6,11
274,vineeth,vinee@gmail.com,98,Chennai,Tamil Nadu,India,12:58.2,1500,debit,274,8,2020,6,11
275,kalif,kalif@gmail.com,68,Madurai,Tamil Nadu,India,14:02.2,120,net banking,275,8,2020,6,11
276,anjana,anjana@gmail.com,23,Chennai,Tamil Nadu,India,15:21.5,85,credit,276,8,2020,6,11
277,mouli,mou@gmail.com,34,Chennai,Tamil Nadu,India,16:56.9,90,cash,277,8,2020,6,11
278,megalai,mega@gmail.com,987,Chennai,Tamil Nadu,India,18:02.8,2700,debit,278,8,2020,6,11
279,tom,tom@gmail.com,56,Chennai,Tamil Nadu,India,17:44.0,1000,credit,279,10,2020,6,11
280,jerry,jerry@gmail.com,687,Madurai,Tamil Nadu,India,24:40.0,4500,debit,280,10,2020,6,11
281,micky,mic@gmail.com,65,Madurai,Tamil Nadu,India,25:44.3,65,cash,281,10,2020,6,11
282,strewwat,strew@gmail.com,765,Chennai,Tamil Nadu,India,26:53.7,19500,net banking,282,10,2020,6,11
283,ajith,aji@gmail.com,89,Chennai,Tamil Nadu,India,27:55.7,3000,credit,283,10,2020,6,11
284,vijay,vij@gmail.com,767,Madurai,Tamil Nadu,India,29:05.4,65,debit,284,10,2020,6,11
285,rajini,raji@gmail.com,98,Chennai,Tamil Nadu,India,30:06.4,1800,debit,285,10,2020,6,11
286,vikram,vik@gmail.com,87,Chennai,Tamil Nadu,India,31:16.7,80,cash,286,10,2020,6,11
287,dhruv,dhr@gmail.com,898,Madurai,Tamil Nadu,India,32:45.8,600,net banking,287,10,2020,6,11
288,sethupathi,sethu@gmail.com,87,Chennai,Tamil Nadu,India,34:01.9,800,credit,288,10,2020,6,11
289,arjun,arj@gmail.com,87,Chennai,Tamil Nadu,India,35:24.6,40,cash,289,10,2020,6,11
290,jai,jai@gmail.com,87,Chennai,Tamil Nadu,India,36:38.6,60,debit,290,10,2020,6,11
291,pugazh,puga@gmail.com,987,Madurai,Tamil Nadu,India,38:28.2,40,cash,291,10,2020,6,11
292,ram,ram@gmail.com,76,Chennai,Tamil Nadu,India,39:26.4,4500,net banking,292,10,2020,6,11
293,karthick,karthi@gmail.com,87,Chennai,Tamil Nadu,India,40:25.6,440,debit,293,10,2020,6,11
294,sudharsh,sudha@gmail.com,45,Madurai,Tamil Nadu,India,41:29.2,50,credit,294,10,2020,6,11
295,suban,subha@gmail.com,76,Chennai,Tamil Nadu,India,42:33.3,600,credit,295,10,2020,6,11
296,vivek,viv@gmail.com,34,Madurai,Tamil Nadu,India,44:11.8,90,credit,296,10,2020,6,11
297,vadivel,vadiv@gmail.com,98,Chennai,Tamil Nadu,India,45:11.5,400,cash,297,10,2020,6,11
298,sarala,sara@gmail.com,87,Chennai,Tamil Nadu,India,46:24.1,18000,cash,298,10,2020,6,11
299,shreya,shre@gmail.com,76,Chennai,Tamil Nadu,India,02:09.8,40,credit,299,11,2020,6,11
300,sathiya,sath@gmail.com,65,Madurai,Tamil Nadu,India,03:38.4,20,debit,300,11,2020,6,11
301,nayanthara,nayan@gmail.com,98,Chennai,Tamil Nadu,India,04:47.5,1000,cash,301,11,2020,6,11
302,vicky,vic@gmail.com,54,Madurai,Tamil Nadu,India,07:34.6,18000,cash,302,11,2020,6,11
303,vignesh,vig@gmail.com,43,Chennai,Tamil Nadu,India,09:35.1,16500,net banking,303,11,2020,6,11
304,salman,sal@gmail.com,54,Madurai,Tamil Nadu,India,10:44.8,200,net banking,304,11,2020,6,11
305,mohammed,moha@gmail.com,43,Chennai,Tamil Nadu,India,11:44.8,1040,debit,305,11,2020,6,11
306,santhanam,santha@gmail.com,65,Madurai,Tamil Nadu,India,12:46.5,1300,cash,306,11,2020,6,11
307,saravanan,sara@gmail.com,65,Chennai,Tamil Nadu,India,14:24.8,90,cash,307,11,2020,6,11
308,aravind,arav@gmail.com,776,Madurai,Tamil Nadu,India,15:27.6,1000,credit,308,11,2020,6,11
309,logesh,loge@gmail.com,65,Chennai,Tamil Nadu,India,16:35.5,450,cash,309,11,2020,6,11
310,yuvan,yuv@gmail.com,68,Chennai,Tamil Nadu,India,17:32.7,200,net banking,310,11,2020,6,11
311,anirudh,ani@gmail.com,87,Madurai,Tamil Nadu,India,18:34.8,40,debit,311,11,2020,6,11
312,gautham,gau@gmail.com,142,Madurai,Tamil Nadu,India,20:51.8,4500,cash,312,11,2020,6,11
313,gauthami,gauthami@gmail.com,89,Chennai,Tamil Nadu,India,22:09.5,400,credit,313,11,2020,6,11
314,megala,mega@gmail.com,89,Chennai,Tamil Nadu,India,23:07.2,90,debit,314,11,2020,6,11
315,raj,raj@gmail.com,66,Chennai,Tamil Nadu,India,24:13.1,55,cash,315,11,2020,6,11
316,anandhi,anand@gmail.com,87,Chennai,Tamil Nadu,India,25:23.1,1040,net banking,316,11,2020,6,11
317,ratnam,ratn@gmail.com,879,Chennai,Tamil Nadu,India,26:37.8,25,net banking,317,11,2020,6,11
318,subhashini,subha@gmail.com,87,Madurai,Tamil Nadu,India,28:17.6,18000,debit,318,11,2020,6,11
319,sneha,sne@gmail.com,87,Chennai,Tamil Nadu,India,29:21.6,4500,net banking,319,11,2020,6,11
320,prasana,prasa@gmail.com,65,Chennai,Tamil Nadu,India,30:35.9,1400,cash,320,11,2020,6,11
321,micheal,micheal@gmail.com,87,Chennai,Tamil Nadu,India,31:38.1,1500,debit,321,11,2020,6,11
322,richard,rich@gmail.com,35,Madurai,Tamil Nadu,India,32:44.1,18000,cash,322,11,2020,6,11
323,brindha,brin@gmail.com,767,Chennai,Tamil Nadu,India,34:26.3,110,credit,323,11,2020,6,11
324,sri,sri@gmail.com,76,Chennai,Tamil Nadu,India,36:03.2,70,cash,324,11,2020,6,11
325,manoj,manoj@gmail.com,67,Madurai,Tamil Nadu,India,37:13.9,60,credit,325,11,2020,6,11
326,prashanth,prasha@gmail.com,34,Chennai,Tamil Nadu,India,38:31.4,2500,credit,326,11,2020,6,11
327,sunanda,su@gmail.com,86,Madurai,Tamil Nadu,India,39:39.0,1040,net banking,327,11,2020,6,11
328,surya,sur@gmail.com,54,Chennai,Tamil Nadu,India,40:44.9,800,cash,328,11,2020,6,11
329,arya,arya@gmail.com,87,Chennai,Tamil Nadu,India,42:13.6,3000,credit,329,11,2020,6,11
330,sayeesha,sayeesha@gmail.com,776,Chennai,Tamil Nadu,India,44:07.7,40,debit,330,11,2020,6,11
331,sivangi,sivan@gmail.com,87,Chennai,Tamil Nadu,India,45:13.1,60,credit,331,11,2020,6,11
332,riyaz,riya@gmail.com,10,Chennai,Tamil Nadu,India,46:32.2,40,debit,332,11,2020,6,11
333,nisha,nisha@gmail.com,254,Madurai,Tamil Nadu,India,47:30.4,3000,cash,333,11,2020,6,11
334,rakshan,raksh@gmail.com,87,Chennai,Tamil Nadu,India,48:27.7,2700,net banking,334,11,2020,6,11
335,venkat,venki@gmail.com,87,Madurai,Tamil Nadu,India,49:25.4,1500,cash,335,11,2020,6,11
336,dhamu,dha@gmail.com,87,Chennai,Tamil Nadu,India,50:27.6,65,cash,336,11,2020,6,11
337,rekha,rek@gmail.com,76,Chennai,Tamil Nadu,India,51:34.0,800,cash,337,11,2020,6,11
338,shruthi,shruthi@gmail.com,657,Chennai,Tamil Nadu,India,52:30.1,15000,debit,338,11,2020,6,11
339,rio,rio@gmail.com,887,Chennai,Tamil Nadu,India,53:38.6,70,credit,339,11,2020,6,11
340,alya,alya@gmail.com,68,Chennai,Tamil Nadu,India,54:40.9,4500,cash,340,11,2020,6,11
341,manasa,manasa@gmail.com,676,Chennai,Tamil Nadu,India,55:41.0,140,credit,341,11,2020,6,11
342,sanjeev,sanjeev@gmail.com,545,Chennai,Tamil Nadu,India,56:38.8,600,net banking,342,11,2020,6,11
343,sreenidhi,sree@gmail.com,46,Chennai,Tamil Nadu,India,57:39.2,150,net banking,343,11,2020,6,11
344,ashmitha,ashmi@gmail.com,54,Chennai,Tamil Nadu,India,58:48.2,1300,cash,344,11,2020,6,11
345,nila,nila@gmal.com,67,Chennai,Tamil Nadu,India,00:08.4,80,debit,345,12,2020,6,11
346,bharathi,bharathi@gmail.com,54,Madurai,Tamil Nadu,India,01:53.3,800,cash,346,12,2020,6,11
347,muthu,muthu@gmail.com,657,Chennai,Tamil Nadu,India,03:15.1,40,cash,347,12,2020,6,11
348,rahman,rahman@gmail.com,65,Chennai,Tamil Nadu,India,04:23.0,800,debit,348,12,2020,6,11
349,madan,madan@gmail.com,87,Madurai,Tamil Nadu,India,05:16.8,55,credit,349,12,2020,6,11
350,gowri,gowri@gmail.com,65,Chennai,Tamil Nadu,India,07:00.0,80,net banking,350,12,2020,6,11
351,vedha,vedha@gmail.com,767,Madurai,Tamil Nadu,India,08:28.6,40,cash,351,12,2020,6,11
352,clinton,clinton@gmail.com,678,Chennai,Tamil Nadu,India,09:29.4,1500,cash,352,12,2020,6,11
353,glory,glory@gmail.com,665,Madurai,Tamil Nadu,India,10:34.1,2300,debit,353,12,2020,6,11
354,riya,riya@gmail.com,54,Madurai,Tamil Nadu,India,11:32.6,2900,credit,354,12,2020,6,11
355,jaqueline,jaq@gmail.com,65,Madurai,Tamil Nadu,India,12:33.0,3600,cash,355,12,2020,6,11
356,yogi,yogi@gmail.com,54,Madurai,Tamil Nadu,India,13:30.0,25,credit,356,12,2020,6,11
357,yogesh,yoges@gmail.com,54,Chennai,Tamil Nadu,India,14:52.3,55,net banking,357,12,2020,6,11
358,mukesh,muk@gmail.com,43,Madurai,Tamil Nadu,India,15:59.9,18000,cash,358,12,2020,6,11
359,jeeva,jee@gmail.com,32,Chennai,Tamil Nadu,India,17:14.3,1000,credit,359,12,2020,6,11
360,kishore,kishore@gmail.com,54,Madurai,Tamil Nadu,India,18:17.5,1500,debit,360,12,2020,6,11
361,krishna,krishna@gmail.com,567,Madurai,Tamil Nadu,India,19:24.2,800,net banking,361,12,2020,6,11
362,kamalesh,kam@gmail.com,565,Chennai,Tamil Nadu,India,20:17.6,50,credit,362,12,2020,6,11
363,naren,naren@gmail.com,98,Chennai,Tamil Nadu,India,21:06.6,750,cash,363,12,2020,6,11
364,raghavi,rag@gmail.com,776,Chennai,Tamil Nadu,India,22:03.6,1000,credit,364,12,2020,6,11
365,nakshu,nak@gmail.com,434,Chennai,Tamil Nadu,India,23:00.3,40,debit,365,12,2020,6,11
366,chaithra,chaithra@gmail.com,44,Madurai,Tamil Nadu,India,24:04.8,120,cash,366,12,2020,6,11
367,bala,bala@gmail.com,888,Madurai,Tamil Nadu,India,25:06.1,120,debit,367,12,2020,6,11
368,shankar,shankar@gmail.com,555,Chennai,Tamil Nadu,India,26:03.6,3000,cash,368,12,2020,6,11
369,moorthie,moort@gmail.com,546,Chennai,Tamil Nadu,India,27:00.4,400,debit,369,12,2020,6,11
370,babu,babu@gmail.com,545,Chennai,Tamil Nadu,India,27:55.1,3000,cash,370,12,2020,6,11
371,latha,latha@gmail.com,999,Chennai,Tamil Nadu,India,29:05.4,40,cash,371,12,2020,6,11
372,ricky,ric@gmail.com,676,Madurai,Tamil Nadu,India,30:03.7,30,credit,372,12,2020,6,11
373,sweety,sweety@mail.com,767,Chennai,Tamil Nadu,India,30:57.9,40,debit,373,12,2020,6,11
374,puniya,puniya@gmail.com,989,Chennai,Tamil Nadu,India,32:00.9,800,debit,374,12,2020,6,11
375,sam,sam@gmail.com,332,Chennai,Tamil Nadu,India,33:28.6,120,net banking,375,12,2020,6,11
376,vishal,vishal@gmail.com,564,Chennai,Tamil Nadu,India,34:27.9,4500,cash,376,12,2020,6,11
377,karthika,karthika@gmail.com,554,Chennai,Tamil Nadu,India,35:21.7,15000,cash,377,12,2020,6,11
378,guru,guru@gmail.com,55,Chennai,Tamil Nadu,India,36:22.2,1300,cash,378,12,2020,6,11
379,harry,harry@gmail.com,yts234,New Delhi,New Delhi,India,07:04.3,750,net banking,379,17,2020,6,11
380,Revathy,rev@mail.com,4132,Chennai,Tamil Nadu,India,10:08.4,5000,credit,380,17,2020,6,11
381,mani,mani@mail.com,147,Bangalore,karnataka,India,12:02.5,3500,debit,381,17,2020,6,11
382,susan,susan@mail.com,7755,Mumbai,Maharastra,India,14:23.3,1000,cash,382,17,2020,6,11
383,veena,veena@mail.com,123,Chennai,Tamil Nadu,India,18:54.4,550,cash,383,17,2020,6,11
384,chitra,chitra@mail.com,321,Chennai,Tamil Nadu,India,20:39.7,1440,cash,384,17,2020,6,11
385,karthick,kar@mail.com,123,Pune,Maharastra,India,22:32.3,13500,credit,385,17,2020,6,11
386,naythan,nay@mail.com,147,Chennai,Tamil Nadu,India,27:03.0,800,cash,386,17,2020,6,11
387,divya,divya@mail.com,5t,Bangalore,karnataka,India,33:47.3,500,net banking,387,17,2020,6,11
388,jaisankar,jai@mail.com,8u7,Madurai,Tamil Nadu,India,36:02.5,3100,debit,388,17,2020,6,11
389,arul,arul@mail.com,146,Chennai,Tamil Nadu,India,39:13.1,15,cash,389,17,2020,6,11
390,ethan,ethan@mail.com,777a,Chennai,Tamil Nadu,India,43:38.3,43720,credit,390,17,2020,6,11
391,nash,nash@mail.com,123,Mumbai,Maharastra,India,46:42.4,15200,net banking,391,17,2020,6,11
392,jack,jack@gmail.com,7y,Pune,Maharastra,India,48:56.7,3500,debit,392,17,2020,6,11
393,eve,eve@mail.com,,Bangalore,karnataka,India,50:49.6,175,cash,393,17,2020,6,11
394,nirmala,nirmala@mail.com,456,Madurai,Tamil Nadu,India,54:37.5,160,cash,394,17,2020,6,11
395,bala,bala@mail.com,675,coimbatore,Tamil Nadu,India,02:16.3,500,cash,395,18,2020,6,11
396,peter,peter@mail.com,7u8,Bangalore,karnataka,India,03:50.8,2900,debit,396,18,2020,6,11
397,mala,mala@mail.com,"45,123f",coimbatore,Tamil Nadu,India,07:02.4,230,cash,397,18,2020,6,11
398,mary,mary@gmail.com,,,Tamil Nadu,India,14:21.2,930,cash,398,18,2020,6,11
399,nandha,nan@mail.com,,,Tamil Nadu,India,16:20.0,1250,credit,399,18,2020,6,11
400,queen,queen@gmail.com,1234re,Bangalore,karnataka,India,18:04.8,3500,debit,400,18,2020,6,11
401,Bala,bala@gmail.com,12,Chennai,Tamil Nadu,India,21:48.7,800,credit,401,20,2020,6,11
402,Peter,peter@gmail.com,61,Chennai,Tamil Nadu,India,22:31.1,3000,credit,402,20,2020,6,11
403,Sowmya,sow@gmail.com,4,Chennai,Tamil Nadu,India,23:11.1,30,cash,403,20,2020,6,11
404,Ram,ram@gmail.com,56,Chennai,Tamil Nadu,India,23:53.7,20,cash,404,20,2020,6,11
405,Eswanthi,mesh@gmail.com,70,Chennai,Tamil Nadu,India,25:04.7,200,credit,405,20,2020,6,11
406,Kanmani,kanmani@gmail.com,61,Chennai,Tamil Nadu,India,25:58.0,1400,cash,406,20,2020,6,11
407,Judis,judas@gmail.com,4,Chennai,Tamil Nadu,India,27:00.3,400,debit,407,20,2020,6,11
408,Valavan,vala@gmail.com,5,Chennai,Tamil Nadu,India,28:39.5,4500,net banking,408,20,2020,6,11
409,Vetri,vetri@gma.com,12,Chennai,Tamil Nadu,India,29:42.5,230,net banking,409,20,2020,6,11
410,Maran,maran@gmail.com,7,Chennai,Tamil Nadu,India,31:03.7,5300,credit,410,20,2020,6,11
411,Maran,maran@gmail.com,7,Chennai,Tamil Nadu,India,32:55.9,440,credit,411,20,2020,6,11
412,Veena,veena@gmaol.com,7,Madurai,Tamil Nadu,India,33:57.4,90,net banking,412,20,2020,6,11
413,Chitra,chithu@gmail.com,1,Madurai,Tamil Nadu,India,35:18.8,1040,net banking,413,20,2020,6,11
414,Jai,jai@gmail.com,8,Madurai,Tamil Nadu,India,37:08.5,20,credit,414,20,2020,6,11
415,Arulalan,arul@gmail.com,1,Madurai,Tamil Nadu,India,38:54.5,140,credit,415,20,2020,6,11
416,Karthick,kartk@gmail.com,12,Madurai,Tamil Nadu,India,40:47.8,500,credit,416,20,2020,6,11
417,Divya,div@gnail.com,7,Madurai,Tamil Nadu,India,42:24.9,100,credit,417,20,2020,6,11
418,Nash,nash@gmail.com,8,Madurai,Tamil Nadu,India,44:23.1,21000,net banking,418,20,2020,6,11
419,Revathy,revzz@gmail.com,7,Madurai,Tamil Nadu,India,46:45.6,6500,net banking,419,20,2020,6,11
420,Nythan,nyth@gmail.com,70,Madurai,Tamil Nadu,India,49:05.8,400,cash,420,20,2020,6,11
421,Eathan,eath@gmail.com,,Madurai,Tamil Nadu,India,50:09.4,600,cash,421,20,2020,6,11
422,Nick,nick@gmail.com,4,Chennai,Tamil Nadu,India,53:39.9,20,net banking,422,5,2020,6,12
423,Theju,theju@gmail.com,5,Madurai,Tamil Nadu,India,55:28.9,1000,credit,423,5,2020,6,12
424,Katie,kat@gmail.com,7,Chennai,Tamil Nadu,India,56:47.9,4500,credit,424,5,2020,6,12
425,Jaishankar,jai@gmail.com,5,Madurai,Tamil Nadu,India,19:56.0,800,cash,425,10,2020,6,12
426,Moses,moses@gmail.com,5,Salem,Tamil Nadu,India,20:57.5,1500,credit,426,10,2020,6,12
427,Susan,susan@gmail.com,87,Thiruchi,Tamil Nadu,India,22:02.6,31500,credit,427,10,2020,6,12
428,Maria,maria@gmail.com,54,Salem,Tamil Nadu,India,23:11.5,18200,credit,428,10,2020,6,12
429,Salty,salty@gmail.com,45,Madurai,Tamil Nadu,India,24:13.7,1900,cash,429,10,2020,6,12
430,Karthick,kark@gmail.com,67,Thirunelveli,Tamil Nadu,India,25:44.2,1440,credit,430,10,2020,6,12
431,Ramu,ramu@gmail.com,67,Chennai,Tamil Nadu,India,26:44.6,90,cash,431,10,2020,6,12
432,Rachel,rach@gmail.com,11,Thiruchi,Tamil Nadu,India,27:40.6,600,cash,432,10,2020,6,12
433,Ester,ester@gmail.com,67,Thirunelveli,Tamil Nadu,India,28:32.5,1800,credit,433,10,2020,6,12
434,Sheba,sheba@gmail.com,61,Chennai,Tamil Nadu,India,29:59.5,2400,credit,434,10,2020,6,12
435,Angaiyarkanni,angaiyarkanni@gmail.com,87,Thiruchi,Tamil Nadu,India,31:13.5,1580,debit,435,10,2020,6,12
436,Sugasini,suga@gmail.com,780,Salem,Tamil Nadu,India,32:29.9,225,credit,436,10,2020,6,12
437,Jaanu,janu@gnail.com,87,Madurai,Tamil Nadu,India,33:33.5,1300,net banking,437,10,2020,6,12
438,Sherly,shy@gnail.com,30,Salem,Tamil Nadu,India,35:19.9,1440,net banking,438,10,2020,6,12
439,Simon,simn@gamil.com,48,Thirunelveli,Tamil Nadu,India,36:08.9,1800,credit,439,10,2020,6,12
440,Vishal,vishal@gmail.com,58,Salem,Tamil Nadu,India,37:24.7,200,credit,440,10,2020,6,12
441,Vishal,vishal@gmail.com,58,Salem,Tamil Nadu,India,37:28.3,200,credit,441,10,2020,6,12
442,Rawanth,raw@gmail.com,66,Chennai,Tamil Nadu,India,38:31.0,1320,credit,442,10,2020,6,12
443,Blessy,blessy@gmail.com,61,Salem,Tamil Nadu,India,39:56.7,1455,debit,443,10,2020,6,12
444,Sirnish,sti@gmail.com,967,Madurai,Tamil Nadu,India,41:37.8,45,credit,444,10,2020,6,12
445,Elizabeth,ebz@gmail.com,678,Thiruchi,Tamil Nadu,India,43:58.3,1840,credit,445,10,2020,6,12
446,Lourdes,lourdes@gmail.com,593,,Tamil Nadu,India,45:03.9,500,cash,446,10,2020,6,12
447,Kousik,kiusi@gmail.com,70,Thirunelveli,Tamil Nadu,India,46:52.4,1400,credit,447,10,2020,6,12
448,Harry,harry@gmail.com,78,Salem,Tamil Nadu,India,47:48.7,1300,credit,448,10,2020,6,12
449,Karthika,kar@gmail.com,12,Thiruchi,Tamil Nadu,India,50:46.1,210,credit,449,10,2020,6,12
450,Sangeetha,sangeetha@gmail.com,63,Thirunelveli,Tamil Nadu,India,52:06.6,30400,net banking,450,10,2020,6,12
451,Pavi,pavi@gmail.com,64,Salem,Tamil Nadu,India,54:22.6,1455,cash,451,10,2020,6,12
452,Àrulalan,aril@gmail.com,5,Chennai,Tamil Nadu,India,56:38.4,200,net banking,452,10,2020,6,12
453,Sebatini,seba@gnail.com,66,Madurai,Tamil Nadu,India,58:10.1,2050,credit,453,10,2020,6,12
454,Ramya,ranya@gmailll.com,6,Madurai,Tamil Nadu,India,59:51.5,430,net banking,454,10,2020,6,12
455,Vicky,vicky@gmail.com,898,Thiruchi,Tamil Nadu,India,01:03.3,5800,credit,455,11,2020,6,12
456,Rebbeca,reb@gmail.com,489,Madurai,Tamil Nadu,India,02:22.7,1300,credit,456,11,2020,6,12
457,Bobby,bobby@gmail.com,46,Thirunelveli,Tamil Nadu,India,04:13.9,140,debit,457,11,2020,6,12
458,Mesina,mes@gmail.com,58,Thirunelveli,Tamil Nadu,India,41:28.6,600,cash,458,11,2020,6,12
459,Sowmya,sowya@gmail.com,4,Salem,Tamil Nadu,India,43:13.6,2800,net banking,459,11,2020,6,12
460,Baymax,bay@gmail.com,761,Thiruchi,Tamil Nadu,India,44:03.2,1455,cash,460,11,2020,6,12
461,Alex,alx@gmail.com,61,Salem,Tamil Nadu,India,45:13.4,19500,credit,461,11,2020,6,12
462,Kelvin,kelvin@gmail.com,17,Madurai,Tamil Nadu,India,46:21.6,190,credit,462,11,2020,6,12
463,Greshma,grsh@gmail.com,99,Thiruchi,Tamil Nadu,India,51:48.7,2250,debit,463,11,2020,6,12
464,Vimala,vimala@gmail.com,70,Thiruchi,Tamil Nadu,India,53:23.1,2600,debit,464,11,2020,6,12
465,Jessy,jessy@gmail.com,12,Thirunelveli,Tamil Nadu,India,54:59.5,55,credit,465,11,2020,6,12
466,Peter,peter@gmail.com,7,Chennai,Tamil Nadu,India,55:41.6,3200,debit,466,11,2020,6,12
467,Jesintha,jesintha@gmail.com,61,Chennai,Tamil Nadu,India,56:49.7,250,credit,467,11,2020,6,12
468,Losliya,losliya@gmail.com,51,Salem,Tamil Nadu,India,57:59.3,5500,credit,468,11,2020,6,12
469,Charu,charu@gmail.com,64,Thirunelveli,Tamil Nadu,India,59:00.5,1040,cash,469,11,2020,6,12
470,Abi,abi@gmail.com,41,Madurai,Tamil Nadu,India,59:48.3,3400,credit,470,11,2020,6,12
471,Janani,jana@gnail.com,70,Thiruchi,Tamil Nadu,India,00:48.6,15180,credit,471,12,2020,6,12
472,Somu,aomi@gmail.com,11,Salem,Tamil Nadu,India,01:38.8,90,credit,472,12,2020,6,12
473,Poornina,poornima@gmail.com,661,Thirunelveli,Tamil Nadu,India,02:31.5,75,cash,473,12,2020,6,12
474,Abi,abi@gmail.com,1,Salem,Tamil Nadu,India,03:30.8,2400,credit,474,12,2020,6,12
475,Bala,bala@gmail.com,7,Chennai,Tamil Nadu,India,04:10.5,400,net banking,475,12,2020,6,12
476,Priyanka,priyanka@gmail.com,5,Salem,Tamil Nadu,India,05:13.6,85,cash,476,12,2020,6,12
477,Susmi,susmi@gmail.com,771,Thirunelveli,Tamil Nadu,India,06:19.6,3100,credit,477,12,2020,6,12
478,Susmi,susmi@gmail.com,771,Thirunelveli,Tamil Nadu,India,06:21.9,3100,credit,478,12,2020,6,12
479,Dhana,dhana@gmail.com,885,Thiruchi,Tamil Nadu,India,07:26.7,2000,credit,479,12,2020,6,12
480,Banu,banu@gmail.com,72,Thirunelveli,Tamil Nadu,India,08:35.8,145,credit,480,12,2020,6,12
481,Preetha,preetha@gmail.com,83,Thiruchi,Tamil Nadu,India,09:32.7,2800,credit,481,12,2020,6,12
482,Amirtha,amirtha@gmail.com,931,Madurai,Tamil Nadu,India,10:29.4,1440,credit,482,12,2020,6,12
483,Naresh,naresh@gmail.com,7,Chennai,Tamil Nadu,India,11:48.0,2355,credit,483,12,2020,6,12
484,Revathy,revathy@gmail.com,59,Salem,Tamil Nadu,India,12:56.7,530,credit,484,12,2020,6,12
485,Lucky,lucky@gam.com,63,Chennai,Tamil Nadu,India,14:02.8,650,credit,485,12,2020,6,12
486,Raamu,raamu@gmail.com,84,Thiruchi,Tamil Nadu,India,14:56.5,210,credit,486,12,2020,6,12
487,Shifu,shifu@gmail.com,76,Madurai,Tamil Nadu,India,15:58.5,2900,credit,487,12,2020,6,12
488,Panda,panda@gmail.com,7,Chennai,Tamil Nadu,India,17:36.1,1800,credit,488,12,2020,6,12
489,Karthick,kartk@gmail.com,6,Chennai,Tamil Nadu,India,20:25.3,2155,credit,489,12,2020,6,12
